Paper_code,Compound_name,CAS,Quantity,Plant_parts,Techniques,Formula,Classification,Activity,Plant_type,Exp_condition,IUPAC
JELcain2012Fru,germacrene d,23986-74-5,2.19,Fruit,GC and GC/MS,C15H24,sesquiterpene,"pheromone, antimicrobial, insecticide",Weed,Normal,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,alpha-phellandrene,99-83-2,0.04,Fruit,GC and GC/MS,C10H16,cyclic monoterpene,pheromone,Weed,normal,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-humulene,6753-98-6,0.4,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-humulene,6753-98-6,0.4,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-humulene,6753-98-6,0.4,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,beta-selinene,17066-67-0,2.3,Leaf,GC and GC/MS,C15H24,sesquiterpene,"antimalarial, antiplasmodial",Weed,shade-dried,"(3R,4aS,8aR)-8a-methyl-5-methylidene-3-prop-1-en-2-yl-1,2,3,4,4a,6,7,8-octahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,beta-selinene,17066-67-0,2.3,Leaf,GC and GC/MS,C15H24,sesquiterpene,"antimalarial, antiplasmodial",Weed,shade-dried,"(3R,4aS,8aR)-8a-methyl-5-methylidene-3-prop-1-en-2-yl-1,2,3,4,4a,6,7,8-octahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,beta-selinene,17066-67-0,2.3,Leaf,GC and GC/MS,C15H24,sesquiterpene,"antimalarial, antiplasmodial",Weed,shade-dried,"(3R,4aS,8aR)-8a-methyl-5-methylidene-3-prop-1-en-2-yl-1,2,3,4,4a,6,7,8-octahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,camphene,79-92-5,1.99,Flower and leaves,GC/FID and GC/MS,C10H16,monoterpene derivative,"Allelopathic, Antilithic, Antioxidant, Expectorant, Hypocholesterolemic, Insectifuge, Pesticide, Spasmogenic",Weed,normal,"3,3-dimethyl-2-methylidenebicyclo[2.2.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,sabinene,3387-41-5,1.13,Fruit,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,normal,"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"tetracyclo [6.3.2.0 (2,5) .0 (1,",NA,1.188,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"tetracyclo [6.3.2.0 (2,5) .0 (1,",NA,1.188,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2012Lea,trans/trans-photocitral,NA,4.22,Leaves,GC and GC/MS,NA,NA,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2012Lea,4-terpineol,NA,1.78,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,NA,Weed,Normal,"4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,gamma-terpinene,99-85-4,3.83,Leaves,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,shade-dried,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,gamma-terpinene,99-85-4,3.83,Leaves,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,shade-dried,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,beta-caryophyllene,87-44-5,5.78,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,different collect times(4:00 pm),"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,linalool,78-70-6,0.7,Leaves,GC/MS,C8H18O,monoterpene alcohol,"Acaricide, Allergenic, Anesthetic, Antiallergic, Antianaphylactic, Antibacterial, Anticariogenic, Anticonvulsant, Antiedemic Antiglutamaergic, Antihistaminic, Antiinflammatory, Antileukemic Antilymphomic, Antimange, Antiseptic, Antishock, Antispasmodic, Antiviral, Barbituate-Synergist - Bronchorelaxant, Cancer-Preventive, Candidistat, Culicide Expectorant, Fungicide, GABA-nergic, Hypnotic, Hypothermic Insecticide, Insectifuge, Irritant, Larvicide, Motor-Depressant, Nematicide, Perfumery, Pesticide, Prooxidant, Sedative, Termitifuge, Trichomonicide, Tumor-Promoter",Weed,normal,"3,7-dimethylocta-1,6-dien-3-ol,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,"1,8-cineole",470-82-6,0.12,Flower and leaves,GC/FID and GC/MS,C10H18O,monoterpene derivative,NA,Weed,normal,"2,2,4-trimethyl-3-oxabicyclo[2.2.2]octane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"1,8-cineole",470-82-6,5.06,Leaves,GC and GC/MS,C10H18O,monoterpene derivative,NA,Weed,shade-dried,"2,2,4-trimethyl-3-oxabicyclo[2.2.2]octane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"1,8-cineole",470-82-6,5.06,Leaves,GC and GC/MS,C10H18O,monoterpene derivative,NA,Weed,shade-dried,"2,2,4-trimethyl-3-oxabicyclo[2.2.2]octane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,eucalyptol,NA,1.25,Fruit,GC and GC/MS,C10H18O,monoterpene derivative,NA,Weed,normal,"2,2,4-trimethyl-3-oxabicyclo[2.2.2]octane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,betalpha-himachalene,NA,0.91,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,betalpha-himachalene,NA,0.91,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,terpinen-4-ol,562-74-3,0.5,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,"Allelopathic, Antiacetylcholinesterase, Antiacne Antiallergic, Antiasthmatic, Antibacterial, Antioxidant Antiseptic, Antispasmodic, Antitussive, Antiulce Bacteriostatic, Diuretic, Fungicide, Herbicide, Insectifuge Irritant, Nematicide, Pesticide, Renoirritant, Spermicide, Vulnerary",Weed,hydrodistillation (conventional),"4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,gamma-cadinene,39029-41-9,0.11,Flower and leaves,GC/FID and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,normal,"(1R,4aS,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-cubebene,17699-14-8,0.1,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-cubebene,17699-14-8,0.1,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-cubebene,17699-14-8,0.1,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene,25246-27-9,1.17,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4aS,7R,7aR)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene,25246-27-9,1.17,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4aS,7R,7aR)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene,25246-27-9,1.17,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4aS,7R,7aR)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene,25246-27-9,1.17,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4aS,7R,7aR)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,gamma-gurjunene,22567-17-5,9.8,Leaves,GC/MS,NA,NA,NA,Weed,different collect times(7:00 am),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,borneol,507-70-0,0.34,Flower and leaves,GC/FID and GC/MS,C10H18O,monoterpene alcohol,chinese drug-moxa,Weed,normal,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,veridifloral,NA,0.764,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,veridifloral,NA,0.764,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,beta-elemene,515-13-9,0.89,Flower and leaves,GC/FID and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,trans-geraniol,NA,1.2,Leaves,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,trans-geraniol,NA,1.2,Leaves,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,alpha-terpineol,98-55-5,1.29,Fruit,GC and GC/MS,C10H18O,monoterpene alcohol,pheromone,Weed,normal,"2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2008Lea,beta-elemene,515-13-9,0.2,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Air-dried,"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-caryophyllene,87-44-5,10.55,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-caryophyllene,87-44-5,10.55,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-caryophyllene,87-44-5,10.55,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-caryophyllene,87-44-5,10.55,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2008Lea,delta-terpinene,NA,0.6,Leaves,GC and GC/MS,NA,NA,NA,Weed,Air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,alpha-cubebene,17699-14-8,0.1,Leaves,GC-FID and GC/MS,C15H24,sesquiterpene,NA,Weed,air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2013Lea,linalyl alcohol,NA,1.57,Leaves,GC and GC/MS,NA,NA,NA,Weed,Air-dried under shade,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,beta-damascenone,23696-85-7,0.12,Flower and leaves,GC/FID and GC/MS,C13H18O,NA,NA,Weed,normal,"(E)-1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)but-2-en-1-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,cis-sabinene hydrate,15537-55-0,0.85,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,cis-sabinene hydrate,15537-55-0,0.85,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,cis-sabinene hydrate,15537-55-0,0.85,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,spathulinol,NA,0.87,Leaves,GC and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,spathulinol,NA,0.87,Leaves,GC and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,spathulinol,NA,0.87,Leaves,GC and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,alpha-phellandrene,99-83-2,0.3,Leaves,GC and GC/MS,C10H16,cyclic monoterpene,pheromone,Weed,hydrodistillation (conventional),"2-methyl-5-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2004Lea,alpha-terpinene,99-86-5,0.3,Leaf,GC/MS,C10H16,monoterpene,NA,Weed,normal,"1-methyl-4-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,trans-beta-ocimene,NA,2.2,Leaves,GC-FID and GC-MS,C10H16,monoterpene,NA,Weed,seosnal variability (June/2009),"(3E)-3,7-dimethylocta-1,3,6-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,trans-beta-ocimene,NA,2.2,Leaves,GC-FID and GC-MS,C10H16,monoterpene,NA,Weed,seosnal variability (June/2009),"(3E)-3,7-dimethylocta-1,3,6-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,trans-beta-ocimene,NA,2.2,Leaves,GC-FID and GC-MS,C10H16,monoterpene,NA,Weed,seosnal variability (June/2009),"(3E)-3,7-dimethylocta-1,3,6-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,trans-beta-ocimene,NA,2.2,Leaves,GC-FID and GC-MS,C10H16,monoterpene,NA,Weed,seosnal variability (June/2009),"(3E)-3,7-dimethylocta-1,3,6-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,alpha-copaene,3856-25-5,0.51,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,alpha-copaene,3856-25-5,0.51,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,"p-mentha-1,3,8-triene",NA,0.1,Leaves,GC-FID and GC/MS,NA,NA,NA,Weed,air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene epoxide,NA,0.24,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene epoxide,NA,0.24,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene epoxide,NA,0.24,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,allo-aromadendrene epoxide,NA,0.24,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,alpha-terpinene,99-86-5,0.2,Leaves,GC/MS,C10H16,monoterpene,NA,Weed,normal,"1-methyl-4-propan-2-ylcyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,germacrene d,23986-74-5,2,Leaves,GC/MS,C15H24,sesquiterpene,"pheromone, antimicrobial, insecticide",Weed,normal,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,gamma-muurolene,30021-74-0,0.84,Flower and leaves,GC/FID and GC/MS,C15H24,bicyclic sesquiterpene,pheromone,Weed,normal,"(1S,4aS,8aR)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,alpha-terpinolene,NA,0.11,Fruit,GC and GC/MS,C10H16,monoterpene,NA,Weed,Normal,"1-methyl-4-propan-2-ylidenecyclohexene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-pinene,NA,0.25,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-pinene,NA,0.25,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-pinene,NA,0.25,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-pinene,NA,0.25,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,camphor,76-22-2,0.2,Leaves,GC and GC/MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,shade-dried,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,camphor,76-22-2,0.2,Leaves,GC and GC/MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,shade-dried,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,ni,NA,1.31,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (September/2008),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,ni,NA,1.31,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (September/2008),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,ni,NA,1.31,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (September/2008),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,ni,NA,1.31,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (September/2008),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
